sentiment,txt
1,﻿اللهم قني عذاب النار و ادخلني جناتك
1,خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفة
0,﻿ اوووي شكد قااسي 
1,ربنا يصلح حالنا
0,"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل"
1,﻿صح لسانك
0, ما اسخفك
0,﻿العاهات اللي عندهم ... ياناس روووح موتو ابرك لكم
0, ليش هيك معجبين على الاردني
1,التفائل حلو في الحياة بس الاهم تكون عايش مع ناس متفائلين مش تكون لحالك المتفائل
0,لا للمفاعل داخل الأردن
1,الله اكبر ما احلاكم وما اشجعكم
1,﻿اتحزن : فإن الله يدافع عنك ، والملائكة تستغفر لك ، و المؤمنون يشركونك في دعائهم كل صلاة ،و النبي صلى الله عليه و سلم يشفع ، و القرآن يعدك وعدا حسنا ،و فوق هذا رحمة أرحم الراحمين
0,﻿اللي موافق عالمفاعل يبنيه جنب داره ... ما يسطح الواحد غير المتحذلقين اللي يخلوا حالهم مثل ابو العريف ما حد يفهم غيرهم .... رابع افقر دوله في العالم في المياه و تبنى مفاعل نووي !!! استنوا لما يطورو مفاعلات نووية صحراوية و بعدين اشطحوا
1,يا رب إجعلنا من الصالحين
1,بارك الله فيك يانوسة وجعلها فى ميزان حسناتك
1,اسأل الله عزوجل له الثبات
1,﻿فعلا البت جده لما تحتاج ليه هو الانسان الصادق و هو البستاهل تضحي عشان
1,بدعى على طول بأن الله يرزقنى الخشوع 
0,للبرنامج التافه الي يسمح لهذا الشي
1,اللهم اكفني بحلالك عن حرامك واغنني بفضلك عمن سواك 
0, والغناء تجد لك ١٠٠ مليون وكلهم زبالة
0, بس الحكام ماعندهم ذوق للأسف
0,﻿للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات 
1,اللهم اهدنا صراطك المستقيم
0,يع يع يع الله يقرفه وهذي يللي﻿ تقول حمضيات وش دراه عمره ذايقه طعمه
0, تفه عليك وع شكلك ، أول ما نشهرت طلقت زوجها ، خنزيرة 
1,﻿انا كل يوم أقول غدا سوف اصلي لكن لا اقدر و انا أدعوا الله دائما ان يهديني .أرجو من من يملك حل مراسلتي.
0, فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقياً وصوتياً وبدنياً اها وعقلياً بالتأكيد
1,روعة الاشياء تبقى روائحها بقى اصحابها ام انصرفوا
1,كل شئ في حب الله تهون وحب ربنا أقوى بكتير من أى حاجه
1,﻿الله اكبر و ما من دابتن الا على الله رزقه
1,﻿اللهم اغفر لي ما لا يعلمون و اجعلني خيرا مما يظنون
1,لا طبعا التقرب الى الله هو خير علاج للحالات النفسية
0, فاشل....فاشله....برنامج فاشل
1,ونعم.بالله أرحم الراحمين وأنيس المستوحشين
0,﻿ تقول داخله فيها ترله انحولت مع الاغنيه 
0,﻿لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصة حرامية
1,نسأل الله تعالى أن تكون بحق أرحنا بها يا بلال و ليس أرحنا منه
1,الله ياريت يبقى فى اخلاق كدة فى الوقت دة
0,﻿ عاهات
0,"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل"
1,اللهم كما حسنت خَلقنا حَسن أَخلاقِنا 
0,﻿و إذا فادنا بشي رح يكون في خسارة كبيرة بالاخر
0,﻿احنا ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا و بكرة بذكركم و سألوا الباص السريع الثقة معدومة ... القمح فاسد المصفاه مش حسب المواصفات الخضار و الفواكه مواد كيماوية شوارع مش مصانة حفر و مطبات ....الخ الافضل استغلال الطاقة الشمسية او الريح او الماء .. ليس هروب من التطور و انما الابتعاد عن الفشل الأكيد عبر التجارب .
0, الظاهر أنه 90% جايين يستهبلون عالحكام بس!!
0, هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى احنا شفنها
0,﻿ من الي ضاحك عليهم انو اصواتهم حلوة
0,﻿عمدا فيهم ما نستعمل التدفئة و نلبس فروه
1,الله غلى المسلمين فى توادهم وتراحمهم
0,﻿ و بعرف حكايات مليانه عاهات مثلكم و مجانين يا صيدااات (جورج وسوف) 
0,من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحة المياه اما كعلوم ومعرفة بالعلوم النووية والطاقة فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا ب العناصر المشعة ونظرية اينشتاين للطاقة ونظريات الفيزياء الكمية والبحث في عمر البروتون والنيوترينو والكواركات واللبتونات والuncertainty principle والنظائر المشعة وتفتيت الذرة واشعة جاما وبيتا والفا والراديوم والبلوتونيوم والبروتونات وكافة النظريات بما فيها انواع المفاعلات النووية وتجارب الامم فيها مثل اليابان والمانيا وروسيا وفرنسا وامريكا وللعلم فقط انها علوم نظريا سهلة وبسيطة ويستطيع فهمها حتى الانسان ذو الخلفية والرغبة العلمية وعلى جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه ونسير فيه بهذا الخصوص بموازنة المخاطر والمكاسب وبعدها وعلى اساس النتيجة والفائدة الواضحة يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا
1, معك حق
0,مش حلو
0,﻿ما اثقل دمك و ما اغباك
1,كرامتي افضل من سعادتي
1,الاسلام ليس فيه رهبانيه
0, ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب
1, معلومه ممتازه
0,الدول المتقدمة الان تتجه لستخدام الطاقة المتجدده لانها اقل كلفة وليس لها مخاطر على البيئة والانسان ونحن الان نعاني من ضائقة مالية كبيرة وشحة مياه شديدة وكلنا يعلم مدى حاجة المفاعل للمياه اذكركم فقط بما حدث في اليابان وهي الدولة الاكثر تطور في مجال التكنولوجيا وهي عبارة عن جزر وكذلك كم أثر علينا المفاعل النووي الاسرائيلي وحالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر في جنوب البلاد
1,ربنا يتوب علينا من المعاصى
1,ونعم بالله عزوجل
1,﻿احلى شىء النهاية الباقية صح كلامك
1,نعم الوقت يمر بسرعة
0, لا والله ماهم اللي مسخرة انا اللي مسخرة اللي تفرجت عليهم 
0,﻿ اي والله سوبر
0, وش يحسووون فيه ناس مهبل
0,اللهم ارفع ظغط فايز الطراونه
0, العرب مو بتاع هي الشغلات لاكن احنا فاشلين الله معطينا كل متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو هي التحظر 
0, سخافات وتخلف شباب وصبايا هل الأيام !!!
0,عنجد انو بالة
0, الله يلعن امك وش ها القرف
1,ما الزه شكله بشهي بدييييي
1,﻿اللهم لا اعتراض على حكمك و ارزقنا انت خير الرازقين
1,﻿نسمات انتعاش الفجر رحمات يظفر بها اهل النور التام الذين توسعت صدورهم بانشراح جماعة الفجر و حيوية صبح يتنفس منتشيا و مرحبا بكل مبادر للخير
0, الباقيين سخااافه سمااااجه
0,﻿لو يبطلو سرقه بهالخزينه و الله الشعب ليعيش و لكو ارحمونا حرام عليكم
1,احمدك ربى على كل ما اعطيت وعلى كل ما منعت
0,اجل اسقاط حكومة طروانة
0,﻿ طول عمري بخاف من العوب وسيرة العوب 
0,﻿و الله انكو ما بتخافو الله
1,الله يكثر الافراح
0,﻿ وش هالتحف والله مساكين ماكلين مقلب بقوه 
1,الحمد لله على نعمة الاسلام وكفى يها نعمة
0,المرة الجاية راح يكون الرفع للميه اذا استمر الخلط
1,﻿صباح الرحمة و البركات إن شاء الله 
1,قصة رائعه ياريت كل الرجال هيك
0, مالك دين مثل الكلاب الضالة و الا اقولك مثل مومسات و عاهرات المراقص عندكن
1,صباح الاماني الجميلة المحققة باذن الله
0,تنظرون لا الشام يقتلون بدم بارد .
0, والله انك فشلت العرب
0,﻿ الظاهر اهلها مفقعين وجهها قبل ما تجي ومغطيه الفلعات 
0, سمآإجةة تآإيمم
1,كل الاحترام
0, اشاعه
1,فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه ..جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار  
0,ما ازنخ منك إلى هاي الروابط اللي بتسم البدن.... بتتعب يعني لما توخد الصورة وتنزلها تنزيل عادي
0, سخافه
0, سبحان الله الزلمات ثافهوووون
0, يا ثقل دمه الاصلع
0,﻿قرف
0, شباب صايع مو ملاقي ياكل و مخه فاضي و متخلف عقليا 
1,ماخاب من دعا إلى الله
0,طيب ليه السخريه دى ماكنا كويسين
0,﻿قرف يقرفك
1,قمة البلاغة
1,عظيم هو إسلامنا، 
0, حرااااام والله حزنت عليه شو هالموقف الشنع
0, ملعوب عليهم
1,دربي زدني ثقتا بك فانه لايخيب من وثق بك
0,شو هالمنشور الوسخ 
1,اللهم اصلح لنا حالنا
1,كﻻمك كله رائع بجد ربنا يكرمك
1,ايوه هيك بدنا ياكم يا شباب مش بس لعب وتسلاية
0,هبل
1,﻿أللهم ارضنا بما قسمته لنا
0, مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفة 
0,الله لا يشبعكو يا ظلمة انشاء الله كلو بتلقو بالاخرة يا ظلمة ..... خافو الله طبعا اذا بتعرفو ل الله.
0, ما يستحون و هم جايين لو انا منهم اروح اقشر بصل 
0, حسبي الله عليكم ..الله بحاسبكم على كل حد بينفتن بسلبكم ..الله لا يسامحكم
1,﻿اللهم اصلح سرى و علانيتى 
1,تماما .اللهم لا تحرمنا الصدق في الكلام
1,ربنا يحمى الاسلام والمسلمين
0, شو هل الاهبل
1,﻿حلوه قوي يا د.عمرو و لو كل واحد تيقن من هذه القصه لن يوجد حاسد و لا ظالم و لا متواكل اللهم ارزقنا رزقا حلال طيبا اللهم آمين
0,﻿و الله و الله و الله يا نسور رح ننزل الشارع... وقف الموضوع قبل فوات الاوان
0,يع بتقرف انت وسخ
0,ايوه بالصرمة عراسه
0,﻿فعلا الطاقة الشمسية هي البديل و ليست النووية لان حتى الدول المتقدمة صارت تتخلص من النووي و تتجة للطاقة البديلة و خصوصا احنا الاردن بلد مشمس عالطول السنة و الكلفة ما اتوقع اكثر من الطاقة النووية
0, مين بشار العاهة هاد الي بهدد، اي عند الجد والله للنساء والبنات تتطلعن قبل الرجال في هالحالة ونلعن ابو الساعة اللي طلعت بشار وغيره شو هالحكي، الاردن قوي بجيشة وقائده فعلاا هززلت قال سوريا قال ولا النعامة او رقبة عالية بدهها قص
0,﻿ متسمم فكره الولد وصارت حالته صعبه ياحنين انت
0, يخرب بيتك ما أزنخك
0,"ملاحظه : الكبسه ما بتكهرب والله"""
0, وربي عآإهات مستعصيه
1,اللهم اصلح نفوسنا لما يرضيك عنها
1,﻿اللهم اجعل لنا ايمانا صادقا و قلبا خاشعا و علما نافعا
0,كلامك في غاية الجديه صحيح
1,اللهم احفظني
1,والله الرساله دي جاتلي في وقتها قولت اكيد ربنا بعتهالي  الحمد لله وخات القرار 
1,اللهم نسألك السلامة من مثل هذه الخيبة
1,قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق
1,﻿ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله
0, تاااااافهين
1,﻿فعلا في البداية كلهم رائعون
1, الحل الوحيد هو القرب من الله وذكره  (الا بذكر الله تطمئن القلوب )قال الله تعالى
1,﻿اللهم إنا نعوذ بك من غضبك و نسأللك رضاك
0, شو هيدا دلع اخر زمن
0, الرابع سكران
0, المغرب براء منك على الأقل إذا كنت لهجتنا صعبة فتكلم باللغة العربية
0, اما الغبي اللي يقلد جورج وسوف
1,يارب اهدنا وقوى عزيمتا الى ما تحب وترضى
0, محششين خخخخ
1,﻿اللهم حسننا و حسن اعمالنا ظاهرا و باطنا و لا تجعلنا نعمل الا ما يرضيك عنا برحمتك يا ارحم الراحمين
0,فاشله
1,حلمي أن أكون مثل سوشي
1,طيب الله انفاسك وياسلام لو الشباب او الشابات اذا احبو يحبون كجب شاه جاهان وممتاز محل
1,﻿صباح مملوء بالخير لجميع المسلمين يا رب
0,الك يوم يا ظالم
1,اللهم لا تجعل لحب الدنيا سلطانا على قلبي بل اجعل حبك في قلبي سلطانا
0, سوبر حمار
1,ازعج شي الكذب
0,﻿لنفترض جدلا ان لا اضرار صحية و بيئية سينتج عن بناء مفاعلات نووية سلمية ، دعونا نفكر في الكلفة من حيث اولا: كلفة بناء عالية جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمة، ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويلة مما يزيد كلفة الطاقة و ليس العكس ناهيك عن حصول اي اخطاء مفترضة مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافية للتبريد رابعا:من حق المواطنين و اصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا. بنفس الوقت نستطيع الحصول على نفس كمية الطاقة من الصخر الزيتي الذي نمتلك منه احتياطي هائل و من الغاز الطبيعي المؤمل مستقبلا و من الطاقة الشمسية و من طاقة الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافية.
1,صباح النور و السرور 
1,﻿ بوركت جهودك و سلمت اناملك
0,ما أجمل من مثل هذا الحُب الصادق الشفا
1, اي صح و حاليا فاقده الاثنين
1,كن انت ذلك الشخص   
1,﻿دعواتك لنا يا شيخ سلمان بالتوفيق و الفلاح و الظفر و حسن الخاتمة 
0,اكيد لا في عندك ناس بتفهم ووفي ناس عند الاجانب ما بتفهم
0, الثاني رايح فيها
1,اهم اشي اكون مبسوط
1,يا رب اعني ع إتخاذ القرار
1,صدقت يا أستاذ عمر
0, يعني عدولة اللي ابصر من وين جاي كيف وصل عشان تشوفة لجنة التحكيم مبين عليه مجنون و مش شايف اشي قدامة
0,ذبحتونا
0,ويحطمو رؤوسهم بارجلهم
1,وسط لا يوجد تركيز
0, عاهاتك يا وطن
1,صباح العسل 
0, دلوع
0, ناس مطفرة من الآخر 
1,﻿الشكر لله اولا ثم  ل د.عمر خالد . كان سبب ف أرتد الحجاب
0,مش طبيعي
0,الكلب حده﻿ روعه
0,﻿ مهزلة ياعيب الشووم
0, يا خسارة عليكو يا شباب المستقبل 
0, وهابي تاج راسك يا اللي تاكل من وراك و اذا في الوهابية شئ مخالف لكتاب الله و سنة نبيه اذكره و لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط و انت في هوة الخراب و طنت من طنوت سوريا
1,دعوة اخاك بظهر الغيب لا ترد
0,انتو كلاب ازى تسو المصحف بى كلابه زى ده
1,﻿يا رب يتقبل منا و الله العقل مو فاضي و القلب مكسور
0, اخييه مااسخفها تقلللد 
1,﻿نهارك طيب و مبروك
1,فدمك عود مع عنبر
1,﻿ان شاء الله يتقبل الله صلاتنا و يزيد في صلاتنا الخشوع
0, ما عندهم هو قلة احترام للمشتركين وفلة ادب تجاه المشاهدين 
1,الله يكتر من امثالك يارب
0,﻿ تضحك كانها مفجوعه من شيئ
0, مقرف جداً هذا الشخص !!
0, زماان المطربيين اللى غنو لهم المعاتيه دول ولعو فى مقابرهم وبيعيطو بدل الدموع دم على تراثهم اللى راح 
1,مقال رائع والله يهدي بناتنا ياااارب ويرجعهم للصواب 
1,اللهم القلوب الضاله
0, أما وهابيتك فحدث ولا حرج الناس يقادون إلى المساجد غصباً ويجلدون كالأبقار إن هم أبوا
1,طبعا واقع
0,الله يلعنو
0,﻿اللي لازم يصير اضراب جميع موظفي الدوائر الحكوميه و الخاصه لمدة اسبوع و شوف بعدها
0, يلعن ابو الاشكال بس !!
0,﻿مهو اصلأ زي مشروع الباص السريع يلي استملكو عشانه شارع المحطة كاملا و لساتنة منسمع عنو ما شفنا
1,نفسي يوم اكل وانا مش مستعجلة
0,ههههههههههههههههههههه مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق
0,لا شو انا مسخرة كلكووو خنازير
0,الله ينتقم منهم اجمعين اللي في بالي
0,يلي مكتوب على الجبين بتشوفوا العين ( يعني اذا ناوين على النووي ما راح يفيد المليون توقيع مو الف توقيع مع الاحترام الشديد)
1,اللهم إن كان لي عوض على صبري
0, ليش محشورين على بعض كذا ؟ خلصت الطاولات مالقو إلا هـ الطاوله الخايسه 
0, استاذ غاوي غاوي اذا كنت غاوي المسخره روح اشتغل كراكوز
0,﻿ذا مرتك بتعمل هيك يا ادمن لا تفكر كل الرجال مثلك تفي عليك
1,طبعا محدش يقدر بس سبحان الله فيه ناس عايشين من غير مياه
0,﻿انا مش مسؤول عن الحرامية يتفنجرو بمصاري البلد و انا اشحد
1,نستجير بالله
0, ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالإنسان من حياته كلها
0,لهالدرجه في متخلفين في الوطن العربي؟؟؟؟؟؟
1,أخرج أهل سوريا من الضيق إلى الفرج
1,ونشوف اغلى الاحبة في الروضة الرحيبة
0, بس اللي قاهرني اللي ما ينطقون حرف الراء(التغ)من جدهم جايين يبون يغنون
1,تبارك الرحمن اللهم زد فينا وبارك لنا ياارحم الرحمين
0,والله ذا الادمي معاق
0,﻿حسبنا الله و نعم الوكيل فيكم و في مجلس النواب الحالي و الذي لا يمثل الشعب الاردني فهم غير سأئلين عن الشعب يبحثون عن مناصب وزاريه و رواتب خياليه بينما المواطن الاردني طفح الكيل معه و اصبح لا يطيق الحياه 
1,صدقت والله انت تريد وانا اريد والله يفعل ما يريد
1,شكرا دكتور فكلماتك لها بالغ الأثر في نفوسنا
0,نعم! مصر عايزه راجل مش واحد وسخ بيقرف
0,خراي على احسن علوي ومحب لهاجحش !! خربت سورية ياكلب
0,وش يحسون فيه﻿ يع
1,الهم سدد خطاه وجعل الاسلام نور لكل البشر
1,﻿بسمه امل امس كانت محتاجه توضيح اكتر لان بعض الناس خلطت بينها و بين الواسطه 
0,﻿ يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمة بالبلد و الباقي كله مكرهة صحية
1,ياي ما ازكاه هاد الاكل
1,اللهم أنزع من قلبى حب كل شىء لا تحبه
0,انا مع الاخ محمد سلامة بهالموضوع 
0, الثالث لاتعليق
0, اللهم اجعلني دائما مظلوم
1,﻿كلمات رائعه و حلوه و لا احلى ان يكونو في النهايه رائعون
1,ان الله هو الرزاق دو القوة المتين
0, البرنامج الي بعد سوبر ستار الي يقلده دم ثقيل
1,﻿اي و الله صحيح أهم شي الانسان كرامته
1,﻿انشاء الله نكون راضين بقضاء الله و لكننا نرجو من الله اللطف فيه
1,﻿و رزقك خير هذا اليوم
1,يارب اعنا علي ترك المعاصي ماحيينا
1,كلامك جميل ورائع
0, اكاديمي اللي خلفت عاهات للفن المعاق حاليا فيزيدون الطين بله
0, تبا لكم 
0,﻿الله يكون في عون الفقير و الطبقه المتوسط سوف تنحدر اكثر و اكثر
1,يا هيك الاكل يا بلا لش الحكي
1,﻿كثر الله من أمثالك و زادك الله علم
1,يا مقلب القلوب والابصار ثبت قلبى على دينك
1,من كانت له عزيمة لن ييأس ، ومن ابتغى الأجر من الله ثابر، حياكم الله اخي مؤمن
1,اتمنى ان يواسينا العرب بمصابنا 
1,برك الله فيك وجعلاهاء في مزان حسناتيك
0,اغبياء
1,اللهم اعنا على ذكرك وشكرك وحسن عبادتك
1,ﺻﻠـﻲ ﻋﻠﺸـﺎﻥ ﻏﻴﺮﻙ ﻧﻔﺴـﻪ ﻳﻘـﻮﻡ ﻣﻦ ﻗﺒﺮﻩ ﻳﺼﻠـﻲ  
1,﻿لك كلك ذوق و حكمه
0,"هلأ كففت عن قسوتك.."""
1,صباحك جمال و روعه 
0,﻿و الله حرام و الله موتوه لشعب الاردني من وين بدنا نجيب الكو من وين يا الله ارحمو من في الارض يرحمكم من في السماء و الله حرام
0, سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا
1,فما اجمل هذا الدين
0,﻿ مجانين أحد يضحك عليك وأنتم قدامه وتكمل 
1,يا رب ارزقنا الفرح والسعادة 
1,كلمات حلو
0,لله يحرق قلبك يبشار
1,أفعال لا تحتاج إلى أقوال
0, لا يعني ..الغبي يدري انه كاتب اسمها بالورقه..مايبيلها ذكاء ترى
1,صدقت
1,ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك ياااااااااارب ويعدك عن الغلط ده
0, فاشلين الى ما لا نهاية
1,يا هيك الشباب يا بلاش
1,رائعين يا مصريين
1,أن الله موجود
0,﻿الطاقة الشمسية هي البديل و ليست النووية
0,لما اجد فيها الا الجراح
0,﻿وانا 100% بس شكلها هاي مو مدرسة 
0, يا اخي اطلع في صورتك بالمراية وشوف ادائك هوة اداء فني+صوت مناسب قبل لا تفضح حالك في هيك برامج تافهة
0, هنا نجد اصحاب السوء يحضرون بقوة لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم
1,أهلا بك في دين الحق والسلام
1,ما سال لله الهادي الخالق
0, قصدك اخر ما توصل اليه العقل البشري من تفاهات
1,هكذا المسلمون
1,الحمد لله اصبح على وجهك المشرق كل يوم
0, لجنه حكم ماعندها ذره احترام 
0, شكلك احول ... موب حوله ..
1,﻿و طمّأنينَه صباح ٱلآملَ بًٱللِه و ٱلثِقةً
1,صباح الوجه الصبوح 
1,ربنا يشفيهم
0, حرام عليك كانو بقرة بتولد
1,الله يتمم افراح الجميع يا رب
0, تأثير الغرب مبين على العرب المجانين
0, هي فلسطين راحت من قليل يا ولاد المخنثة لعنة الله عليكم فظحتونا..
1,﻿اللهم ارزقنا من خيري الدنيا و الآخرة و ارزقنا حسن الخاتمة و ارزقنا الفردوس الأعلى مع من نحب و ارزقنا لذة النظر إلى وجهك الكريم
1,اسل الله ان يستجيب دعائكم
0, صوتها عجييييييب
1,﻿الاخلاص اللهم انا نسالك الاخلاص فى القول و العمل و السر و العلن
1,﻿اللهم انصر المسلمين و المسلمات في كل مكان
1,الثقة باللة ثم النفس ويارب اجعلنا من يغير الناس الي ما ترضية
0,﻿ وانت اسكت لا تتحطم 
1,﻿سبحانك ربنا الواحد الأحد لا شريك لك تحيي و تميت و أنت على كل شيء قدير و صلى الله و سلم على نبينا محمد و على آله و صحبه أجمعين.
0, واضح جدا إن أغلب الناس هاي عندها مشاكل نفسيه
1,صحيح الابتسامه لها تعابير كثيره
1,قصة جميلة تعلم الناس كمان الامانة لان اذا اخذ القليل اخذا الكثير
1,﻿ما أجمل الصبر و الإصرار
0, مايستحون
0,﻿ مين اللي ضآإحك عليهم وقآإيل إن أصوآإتهم حلوة 
0,﻿ عاهات اللهم لاشماته
1,﻿الله يسعدك و يبعد عنك كل شر
0, ثكلتك امك
0, على فكره المعلقين هدول ولاد حرام
1,فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا
0, ابو الشباب راعي العود ليش ماوزنه في البيت غباء
1,إن الدين عند الله الإسلام .. هذا هو الدين الذي يجب أن يعتنقه كل إنسان علي وجه الأرض وليس العرب فقط .. اللهم أهدي غير المسلمين إلي دين الإسلام 
1,يأتيك بالأرزاق من حيث لا تدري 
1,﻿يا رب رضينا و امنا و صدقنا ... فارضينا برضاك عنا .. و اجبر كسر قلوبنا و هون علينا 
1,اللهم ارزقنا الصحبه الصالحة
0,﻿دلوعه جدا مايا﻿
0, معتيه واضح انهم يمثلون
0, بسعد ربك وصباحك عسل انت وكل من قال انا اردني وبحب القياده الهاشميه وتراب الاردن وسنح الاخوان ولاد كلب على هالصبح
1,﻿اللهم ثبتنا على قيام الليل في رمضان
0,حبيبي شرلبوني يموت ب شرلبونا و انا مدريدي﻿ لكن ماني مغير لعيونه
0,﻿ يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت
0,انت واحد  عنجد قليل ادب الله يموت الي امثالك
1,يارب ناخذ القرار الصح
1,اللهم اروقنى من يواسينى فى الدنيا والاخر
0, وربي كلبتي جات جلست عندي أول ما فتحت هالفيديو ويوم خلص التفت لها إلا وألاقيها نايمة 
1,ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب
0,﻿اكيد حياتي ما في حدا بشبهك لو في كان نتحرت زمان 
1,اللهم اجعلنا منهم وارزقنا الطاقه ولاراده لزللك ياربى
0, هذا عدا عن عنصريتكم البغيضة وجلافتكم وعنجهيتكم الفارغة مع بقية الشعوب. 
0, حركة ارحمينا الله يشيلك اقول كيف اخوكي وابوكي راضيين عنك اف عندك ايزي
0,﻿منكو لله احنا لاقيين حق الخبز لحتى ترفعو البنزين صار الواحد يحب يخلص دراسه عشان ما يضل بلاردن لانو ما فيها اشي لا رواتب و لا اشي جد بلد مش فقير بس كلو بوكل كلو و الله ما بنلوم الحراميه ع هيك بلد
1,طريق واحد عدم اليئس هو طريق النجاح
1,يارب كون معاي .وإنو من ترك شيئآ لله عوضه الله خيرآ منها في الدنيا قبل الآخره جربو وحتشوفوا بعينكم إللي حيحصل
1,الدين المعاملة
1,﻿سبحان الله و بحمده عدد خلقه و رضى نفسه و زنة عرشه و مداد كلماته
1,بجد موضوع رائع وانا اجد انه مناسب ايضا لهذا الوقت يارب احفظنا من جميع الفتن 
1,امين يا رب انت شاب زي الفل ما شاء الله عليك
1,﻿مثال جميل جدا . عبرة لكل من يحمل رسالة الاسلام
0,الله يوخذكم
1,تركنا الحرام من اجل ربنا حبيبنا ووالله سيعوضنا خيرا 
1,هاكدا هو دين المحبه الصحيح .. بس للاسف الكثيرين يتبنوه حسب ما يشتهون 
1,ربي يهديهن
0,﻿ حلوه عدوله احس انه يفطر حشيش 
1,صباح الود
0, فيروسات بشرية
1,ان شاء الله وربنا يعيننا
0,﻿سدئناك يا كذاب
0,والمصحف عاهاااااات
1,﻿ليتنا نستطيع الابتسامه في الاوقات المؤلمه
1,قصة فى منتهى الروعة
1,يااااارب إغفر لي ذنبي وأرزقني حبك .هوربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الإستغفار
1,﻿تفائلوا بالخير تجدوه و اعملوا الصالحات
0,﻿اي تقدم اي ازدهار مفاعل النووية بعمل الامراض كثير اهم السرطان الله يبعده عنها و انا معهم رفض المفاعل النووية
1,ربي ينعم علينا بنعمة الخشوع 
1, انا احب هذا الكاتب
0,﻿معظم اصحاب محطات الوقود و وكالات الغاز متنفذين .لقد زاد الغني غنى و الفقير فقر 
1,﻿اللهم ارزقنا الصدق و الاخلاص
1,فوق من اللي أنت فيه ربك دايمًا جنبك
0,﻿ كسم العته البشرى 
0,بدكو تخلونا نشحد
0,نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت
1,يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره
1,والله الكل نعمة كبيرة 
0, لجنة تاااافهة
0,الله على الظالمين
